CO(GT),PT08.S1(CO),NMHC(GT),C6H6(GT),PT08.S2(NMHC),NOx(GT),PT08.S3(NOx),NO2(GT),PT08.S4(NO2),PT08.S5(O3),T,RH,AH,hour,day,month,weekday,is_weekend,hour_sin,hour_cos,month_sin,month_cos,temp_humidity_interaction,lag1_CO(GT),lag1_NMHC(GT),lag1_C6H6(GT),lag1_NOx(GT),lag1_NO2(GT),lag1_T,lag1_RH,lag1_AH,target_aqi_category,datetime
0.7,868.0,,3.6,688.0,,922.0,,1249.0,777.0,17.9,66.8,1.3596,3,5,11,4,0,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,1195.7199999999998,1.5,,7.6,216.0,59.0,16.8,73.3,1.3915,Good,2004-11-05 03:00:00
0.5,852.0,,2.8,639.0,73.0,1009.0,41.0,1204.0,723.0,16.5,71.0,1.3239,4,5,11,4,0,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,1171.5,0.7,,3.6,,,17.9,66.8,1.3596,Good,2004-11-05 04:00:00
0.4,826.0,,2.2,601.0,67.0,1056.0,38.0,1180.0,702.0,16.9,67.9,1.295,5,5,11,4,0,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,1147.51,0.5,,2.8,73.0,41.0,16.5,71.0,1.3239,Good,2004-11-05 05:00:00
0.5,862.0,,3.4,677.0,96.0,973.0,43.0,1192.0,725.0,16.1,69.3,1.2591,6,5,11,4,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,1115.73,0.4,,2.2,67.0,38.0,16.9,67.9,1.295,Satisfactory,2004-11-05 06:00:00
0.8,951.0,,5.7,800.0,162.0,803.0,52.0,1257.0,836.0,16.1,69.6,1.2593,7,5,11,4,0,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,1120.56,0.5,,3.4,96.0,43.0,16.1,69.3,1.2591,Poor,2004-11-05 07:00:00
2.0,1210.0,,16.3,1188.0,305.0,583.0,75.0,1575.0,1129.0,16.2,70.1,1.2837,8,5,11,4,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,1135.62,0.8,,5.7,162.0,52.0,16.1,69.6,1.2593,Severe,2004-11-05 08:00:00
6.2,1601.0,,37.9,1727.0,725.0,389.0,118.0,2252.0,1718.0,16.5,69.3,1.2897,9,5,11,4,0,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,1143.45,2.0,,16.3,305.0,75.0,16.2,70.1,1.2837,Severe,2004-11-05 09:00:00
4.5,1477.0,,25.5,1443.0,658.0,469.0,126.0,1878.0,1646.0,19.6,58.3,1.3141,10,5,11,4,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,1142.68,6.2,,37.9,725.0,118.0,16.5,69.3,1.2897,Severe,2004-11-05 10:00:00
4.6,1458.0,,24.2,1408.0,710.0,471.0,151.0,1889.0,1664.0,20.7,55.5,1.3414,11,5,11,4,0,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,1148.85,4.5,,25.5,658.0,126.0,19.6,58.3,1.3141,Severe,2004-11-05 11:00:00
3.3,1354.0,,20.9,1321.0,445.0,504.0,107.0,1799.0,1496.0,20.8,56.3,1.3664,12,5,11,4,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,1171.04,4.6,,24.2,710.0,151.0,20.7,55.5,1.3414,Severe,2004-11-05 12:00:00
3.6,1385.0,,22.1,1354.0,455.0,490.0,114.0,1823.0,1506.0,21.7,53.1,1.3649,13,5,11,4,0,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,1152.27,3.3,,20.9,445.0,107.0,20.8,56.3,1.3664,Severe,2004-11-05 13:00:00
4.4,1460.0,,25.0,1430.0,524.0,466.0,125.0,1932.0,1604.0,23.0,49.0,1.362,14,5,11,4,0,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,1127.0,3.6,,22.1,455.0,114.0,21.7,53.1,1.3649,Severe,2004-11-05 14:00:00
4.3,1492.0,,26.4,1463.0,527.0,460.0,138.0,1935.0,1632.0,24.2,44.0,1.3078,15,5,11,4,0,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,1064.8,4.4,,25.0,524.0,125.0,23.0,49.0,1.362,Severe,2004-11-05 15:00:00
5.0,1569.0,,29.8,1547.0,601.0,435.0,144.0,2016.0,1736.0,24.7,43.6,1.3396,16,5,11,4,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,1076.92,4.3,,26.4,527.0,138.0,24.2,44.0,1.3078,Severe,2004-11-05 16:00:00
8.1,1870.0,,45.0,1871.0,1001.0,351.0,180.0,2483.0,2165.0,23.0,54.2,1.5066,17,5,11,4,0,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,1246.6000000000001,5.0,,29.8,601.0,144.0,24.7,43.6,1.3396,Severe,2004-11-05 17:00:00
8.0,1774.0,,42.8,1829.0,852.0,359.0,154.0,2457.0,2152.0,21.4,60.9,1.5322,18,5,11,4,0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,1303.26,8.1,,45.0,1001.0,180.0,23.0,54.2,1.5066,Severe,2004-11-05 18:00:00
3.6,1388.0,,22.4,1363.0,370.0,485.0,105.0,1815.0,1556.0,20.3,61.4,1.4417,19,5,11,4,0,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,1246.42,8.0,,42.8,852.0,154.0,21.4,60.9,1.5322,Very Poor,2004-11-05 19:00:00
2.9,1303.0,,15.9,1177.0,348.0,562.0,98.0,1619.0,1389.0,20.0,63.2,1.4581,20,5,11,4,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,1264.0,3.6,,22.4,370.0,105.0,20.3,61.4,1.4417,Very Poor,2004-11-05 20:00:00
2.7,1257.0,,14.3,1126.0,361.0,581.0,93.0,1599.0,1300.0,19.1,64.4,1.405,21,5,11,4,0,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,1230.0400000000002,2.9,,15.9,348.0,98.0,20.0,63.2,1.4581,Poor,2004-11-05 21:00:00
1.9,1132.0,,10.7,1002.0,255.0,640.0,76.0,1474.0,1126.0,18.1,67.5,1.3855,22,5,11,4,0,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,1221.75,2.7,,14.3,361.0,93.0,19.1,64.4,1.405,Moderate,2004-11-05 22:00:00
1.3,1050.0,,7.6,881.0,162.0,732.0,69.0,1363.0,982.0,17.8,66.9,1.3464,23,5,11,4,0,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,1190.8200000000002,1.9,,10.7,255.0,76.0,18.1,67.5,1.3855,Satisfactory,2004-11-05 23:00:00
1.2,1033.0,,6.7,842.0,166.0,756.0,66.0,1362.0,941.0,17.6,66.5,1.3249,0,6,11,5,1,0.0,1.0,-0.5000000000000004,0.8660254037844384,1170.4,1.3,,7.6,162.0,69.0,17.8,66.9,1.3464,Moderate,2004-11-06 00:00:00
1.8,1106.0,,9.0,938.0,247.0,685.0,76.0,1395.0,1010.0,16.1,71.2,1.2948,1,6,11,5,1,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,1146.3200000000002,1.2,,6.7,166.0,66.0,17.6,66.5,1.3249,Moderate,2004-11-06 01:00:00
1.9,1107.0,,9.0,940.0,255.0,689.0,73.0,1403.0,985.0,15.5,73.3,1.2845,2,6,11,5,1,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,1136.1499999999999,1.8,,9.0,247.0,76.0,16.1,71.2,1.2948,Moderate,2004-11-06 02:00:00
1.5,1011.0,,7.0,856.0,,769.0,,1341.0,889.0,15.4,72.8,1.2633,3,6,11,5,1,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,1121.12,1.9,,9.0,255.0,73.0,15.5,73.3,1.2845,Good,2004-11-06 03:00:00
0.9,916.0,,4.3,726.0,129.0,879.0,54.0,1248.0,791.0,15.6,70.8,1.2461,4,6,11,5,1,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,1104.48,1.5,,7.0,,,15.4,72.8,1.2633,Good,2004-11-06 04:00:00
0.5,852.0,,2.8,641.0,83.0,1012.0,44.0,1172.0,710.0,17.0,64.5,1.2374,5,6,11,5,1,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,1096.5,0.9,,4.3,129.0,54.0,15.6,70.8,1.2461,Good,2004-11-06 05:00:00
0.6,889.0,,3.7,694.0,114.0,913.0,45.0,1198.0,743.0,14.9,72.3,1.2186,6,6,11,5,1,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,1077.27,0.5,,2.8,83.0,44.0,17.0,64.5,1.2374,Satisfactory,2004-11-06 06:00:00
1.1,1002.0,,6.3,828.0,233.0,798.0,58.0,1307.0,857.0,14.0,76.6,1.2183,7,6,11,5,1,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,1072.3999999999999,0.6,,3.7,114.0,45.0,14.9,72.3,1.2186,Very Poor,2004-11-06 07:00:00
2.8,1231.0,,14.5,1134.0,448.0,587.0,87.0,1572.0,1143.0,14.6,74.2,1.2256,8,6,11,5,1,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,1083.32,1.1,,6.3,233.0,58.0,14.0,76.6,1.2183,Very Poor,2004-11-06 08:00:00
2.9,1212.0,,16.4,1191.0,455.0,551.0,97.0,1586.0,1210.0,15.9,69.8,1.253,9,6,11,5,1,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,1109.82,2.8,,14.5,448.0,87.0,14.6,74.2,1.2256,Poor,2004-11-06 09:00:00
1.7,1121.0,,10.9,1012.0,254.0,650.0,80.0,1436.0,1060.0,18.4,61.3,1.2854,10,6,11,5,1,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,1127.9199999999998,2.9,,16.4,455.0,97.0,15.9,69.8,1.253,Very Poor,2004-11-06 10:00:00
2.3,1260.0,,14.1,1121.0,313.0,568.0,82.0,1569.0,1252.0,20.0,56.7,1.3078,11,6,11,5,1,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,1134.0,1.7,,10.9,254.0,80.0,18.4,61.3,1.2854,Severe,2004-11-06 11:00:00
3.3,1391.0,,17.1,1214.0,490.0,518.0,112.0,1691.0,1435.0,20.4,57.0,1.3507,12,6,11,5,1,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,1162.8,2.3,,14.1,313.0,82.0,20.0,56.7,1.3078,Severe,2004-11-06 12:00:00
3.5,1463.0,,19.4,1280.0,496.0,482.0,121.0,1794.0,1544.0,20.7,59.3,1.4283,13,6,11,5,1,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,1227.51,3.3,,17.1,490.0,112.0,20.4,57.0,1.3507,Severe,2004-11-06 13:00:00
3.8,1464.0,,20.9,1321.0,514.0,475.0,132.0,1794.0,1600.0,21.7,54.8,1.4024,14,6,11,5,1,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,1189.1599999999999,3.5,,19.4,496.0,121.0,20.7,59.3,1.4283,Severe,2004-11-06 14:00:00
3.4,1412.0,,17.7,1230.0,454.0,516.0,141.0,1672.0,1534.0,22.0,54.2,1.4096,15,6,11,5,1,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,1192.4,3.8,,20.9,514.0,132.0,21.7,54.8,1.4024,Severe,2004-11-06 15:00:00
3.8,1450.0,,19.8,1292.0,507.0,495.0,130.0,1768.0,1495.0,21.4,57.1,1.4356,16,6,11,5,1,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,1221.94,3.4,,17.7,454.0,141.0,22.0,54.2,1.4096,Severe,2004-11-06 16:00:00
3.6,1416.0,,19.5,1283.0,474.0,510.0,113.0,1739.0,1442.0,20.8,58.7,1.4259,17,6,11,5,1,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,1220.96,3.8,,19.8,507.0,130.0,21.4,57.1,1.4356,Very Poor,2004-11-06 17:00:00
3.5,1346.0,,17.0,1211.0,404.0,540.0,101.0,1674.0,1340.0,20.1,59.6,1.3852,18,6,11,5,1,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,1197.96,3.6,,19.5,474.0,113.0,20.8,58.7,1.4259,Very Poor,2004-11-06 18:00:00
2.8,1273.0,,14.6,1137.0,356.0,586.0,91.0,1563.0,1231.0,20.0,58.4,1.3473,19,6,11,5,1,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,1168.0,3.5,,17.0,404.0,101.0,20.1,59.6,1.3852,Poor,2004-11-06 19:00:00
2.5,1206.0,,12.0,1049.0,345.0,634.0,90.0,1484.0,1128.0,19.5,58.9,1.3195,20,6,11,5,1,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,1148.55,2.8,,14.6,356.0,91.0,20.0,58.4,1.3473,Very Poor,2004-11-06 20:00:00
3.1,1252.0,,13.3,1094.0,395.0,615.0,90.0,1526.0,1188.0,19.5,57.4,1.2874,21,6,11,5,1,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,1119.3,2.5,,12.0,345.0,90.0,19.5,58.9,1.3195,Moderate,2004-11-06 21:00:00
1.8,1069.0,,7.9,897.0,249.0,729.0,83.0,1364.0,998.0,19.1,59.2,1.295,22,6,11,5,1,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,1130.72,3.1,,13.3,395.0,90.0,19.5,57.4,1.2874,Moderate,2004-11-06 22:00:00
1.6,1061.0,,7.9,895.0,197.0,737.0,73.0,1359.0,944.0,18.8,59.1,1.2702,23,6,11,5,1,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,1111.0800000000002,1.8,,7.9,249.0,83.0,19.1,59.2,1.295,Moderate,2004-11-06 23:00:00
1.9,1072.0,,7.5,880.0,224.0,767.0,80.0,1318.0,928.0,18.0,60.4,1.2331,0,7,11,6,1,0.0,1.0,-0.5000000000000004,0.8660254037844384,1087.2,1.6,,7.9,197.0,73.0,18.8,59.1,1.2702,Moderate,2004-11-07 00:00:00
2.0,1075.0,,8.4,917.0,231.0,737.0,87.0,1354.0,1037.0,17.5,60.7,1.2009,1,7,11,6,1,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,1062.25,1.9,,7.5,224.0,80.0,18.0,60.4,1.2331,Moderate,2004-11-07 01:00:00
1.4,992.0,,6.9,853.0,177.0,796.0,79.0,1305.0,930.0,17.5,59.4,1.1768,2,7,11,6,1,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,1039.5,2.0,,8.4,231.0,87.0,17.5,60.7,1.2009,Satisfactory,2004-11-07 02:00:00
1.2,914.0,,4.6,741.0,,891.0,,1210.0,803.0,17.1,59.2,1.1477,3,7,11,6,1,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,1012.3200000000002,1.4,,6.9,177.0,79.0,17.5,59.4,1.1768,Good,2004-11-07 03:00:00
,854.0,,3.8,700.0,98.0,980.0,56.0,1151.0,665.0,17.0,52.3,1.0009,4,7,11,6,1,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,889.0999999999999,1.2,,4.6,,,17.1,59.2,1.1477,Good,2004-11-07 04:00:00
0.7,774.0,,2.1,591.0,64.0,1151.0,42.0,1044.0,533.0,16.1,49.8,0.9021,5,7,11,6,1,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,801.78,,,3.8,98.0,56.0,17.0,52.3,1.0009,Good,2004-11-07 05:00:00
0.4,757.0,,1.5,542.0,44.0,1339.0,31.0,1004.0,449.0,15.5,51.5,0.9026,6,7,11,6,1,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,798.25,0.7,,2.1,64.0,42.0,16.1,49.8,0.9021,Good,2004-11-07 06:00:00
0.4,752.0,,1.2,516.0,53.0,1370.0,35.0,997.0,440.0,15.1,52.0,0.8878,7,7,11,6,1,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,785.1999999999999,0.4,,1.5,44.0,31.0,15.5,51.5,0.9026,Good,2004-11-07 07:00:00
0.5,757.0,,1.6,551.0,94.0,1295.0,51.0,967.0,453.0,14.9,46.8,0.7885,8,7,11,6,1,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,697.3199999999999,0.4,,1.2,53.0,35.0,15.1,52.0,0.8878,Good,2004-11-07 08:00:00
0.7,777.0,,1.9,580.0,100.0,1263.0,58.0,963.0,465.0,15.5,42.4,0.74,9,7,11,6,1,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,657.1999999999999,0.5,,1.6,94.0,51.0,14.9,46.8,0.7885,Good,2004-11-07 09:00:00
0.7,774.0,,2.0,583.0,98.0,1246.0,57.0,966.0,457.0,16.6,38.2,0.7186,10,7,11,6,1,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,634.1200000000001,0.7,,1.9,100.0,58.0,15.5,42.4,0.74,Good,2004-11-07 10:00:00
0.7,805.0,,2.7,632.0,115.0,1176.0,63.0,1033.0,475.0,18.0,34.7,0.7089,11,7,11,6,1,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,624.6,0.7,,2.0,98.0,57.0,16.6,38.2,0.7186,Good,2004-11-07 11:00:00
1.0,838.0,,3.6,686.0,115.0,1083.0,61.0,1046.0,532.0,18.0,35.1,0.7176,12,7,11,6,1,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,631.8000000000001,0.7,,2.7,115.0,63.0,18.0,34.7,0.7089,Good,2004-11-07 12:00:00
1.0,824.0,,3.7,695.0,76.0,1091.0,34.0,1035.0,526.0,17.6,33.8,0.6726,13,7,11,6,1,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,594.88,1.0,,3.6,115.0,61.0,18.0,35.1,0.7176,Good,2004-11-07 13:00:00
0.9,812.0,,3.9,704.0,55.0,1055.0,26.0,1044.0,520.0,17.5,33.7,0.6691,14,7,11,6,1,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,589.75,1.0,,3.7,76.0,34.0,17.6,33.8,0.6726,Good,2004-11-07 14:00:00
0.9,806.0,,3.8,702.0,59.0,1052.0,28.0,1035.0,500.0,17.2,33.9,0.6591,15,7,11,6,1,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,583.0799999999999,0.9,,3.9,55.0,26.0,17.5,33.7,0.6691,Good,2004-11-07 15:00:00
0.9,789.0,,3.4,675.0,95.0,1121.0,50.0,974.0,482.0,16.8,32.1,0.6073,16,7,11,6,1,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,539.2800000000001,0.9,,3.8,59.0,28.0,17.2,33.9,0.6591,Good,2004-11-07 16:00:00
1.1,821.0,,4.0,713.0,107.0,1067.0,55.0,1030.0,539.0,16.0,34.1,0.6155,17,7,11,6,1,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,545.6,0.9,,3.4,95.0,50.0,16.8,32.1,0.6073,Poor,2004-11-07 17:00:00
3.2,1024.0,,14.3,1127.0,189.0,704.0,84.0,1346.0,943.0,14.8,37.5,0.6259,18,7,11,6,1,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,555.0,1.1,,4.0,107.0,55.0,16.0,34.1,0.6155,Poor,2004-11-07 18:00:00
3.1,1009.0,,10.5,995.0,386.0,784.0,140.0,1201.0,1016.0,14.4,39.2,0.6407,19,7,11,6,1,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,564.48,3.2,,14.3,189.0,84.0,14.8,37.5,0.6259,Very Poor,2004-11-07 19:00:00
3.1,1064.0,,12.2,1055.0,412.0,738.0,138.0,1242.0,1063.0,14.1,43.0,0.6883,20,7,11,6,1,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,606.3,3.1,,10.5,386.0,140.0,14.4,39.2,0.6407,Poor,2004-11-07 20:00:00
2.3,1001.0,,11.4,1029.0,342.0,733.0,127.0,1255.0,1034.0,13.4,48.4,0.7397,21,7,11,6,1,-0.7071067811865477,0.7071067811865474,-0.5000000000000004,0.8660254037844384,648.56,3.1,,12.2,412.0,138.0,14.1,43.0,0.6883,Moderate,2004-11-07 21:00:00
1.8,927.0,,7.3,868.0,255.0,847.0,117.0,1155.0,864.0,12.7,51.2,0.7505,22,7,11,6,1,-0.5000000000000004,0.8660254037844384,-0.5000000000000004,0.8660254037844384,650.24,2.3,,11.4,342.0,127.0,13.4,48.4,0.7397,Good,2004-11-07 22:00:00
0.8,819.0,,2.4,613.0,89.0,1118.0,57.0,1060.0,500.0,9.9,71.4,0.8736,23,7,11,6,1,-0.25881904510252157,0.9659258262890681,-0.5000000000000004,0.8660254037844384,706.8600000000001,1.8,,7.3,255.0,117.0,12.7,51.2,0.7505,Good,2004-11-07 23:00:00
0.9,847.0,,2.7,630.0,106.0,1057.0,59.0,1091.0,537.0,10.2,71.6,0.8893,0,8,11,0,0,0.0,1.0,-0.5000000000000004,0.8660254037844384,730.3199999999999,0.8,,2.4,89.0,57.0,9.9,71.4,0.8736,Good,2004-11-08 00:00:00
0.8,798.0,,2.5,621.0,109.0,1115.0,62.0,1041.0,524.0,10.6,61.3,0.7856,1,8,11,0,0,0.25881904510252074,0.9659258262890683,-0.5000000000000004,0.8660254037844384,649.78,0.9,,2.7,106.0,59.0,10.2,71.6,0.8893,Good,2004-11-08 01:00:00
0.7,757.0,,1.7,561.0,67.0,1192.0,42.0,998.0,457.0,11.1,55.6,0.7344,2,8,11,0,0,0.49999999999999994,0.8660254037844387,-0.5000000000000004,0.8660254037844384,617.16,0.8,,2.5,109.0,62.0,10.6,61.3,0.7856,Good,2004-11-08 02:00:00
0.4,703.0,,0.5,446.0,,1523.0,,918.0,360.0,11.5,50.4,0.6815,3,8,11,0,0,0.7071067811865476,0.7071067811865476,-0.5000000000000004,0.8660254037844384,579.6,0.7,,1.7,67.0,42.0,11.1,55.6,0.7344,Good,2004-11-08 03:00:00
0.2,689.0,,0.3,407.0,13.0,1757.0,13.0,895.0,333.0,11.3,49.5,0.6615,4,8,11,0,0,0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,559.35,0.4,,0.5,,,11.5,50.4,0.6815,Good,2004-11-08 04:00:00
0.2,698.0,,0.4,424.0,20.0,1665.0,18.0,903.0,339.0,10.8,50.9,0.657,5,8,11,0,0,0.9659258262890683,0.25881904510252074,-0.5000000000000004,0.8660254037844384,549.72,0.2,,0.3,13.0,13.0,11.3,49.5,0.6615,Good,2004-11-08 05:00:00
0.3,720.0,,0.6,458.0,33.0,1536.0,26.0,917.0,358.0,10.9,50.1,0.6519,6,8,11,0,0,1.0,6.123233995736766e-17,-0.5000000000000004,0.8660254037844384,546.09,0.2,,0.4,20.0,18.0,10.8,50.9,0.657,Good,2004-11-08 06:00:00
0.7,797.0,,2.1,593.0,146.0,1212.0,72.0,984.0,494.0,10.8,49.7,0.6429,7,8,11,0,0,0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,536.7600000000001,0.3,,0.6,33.0,26.0,10.9,50.1,0.6519,Moderate,2004-11-08 07:00:00
1.7,950.0,,7.4,875.0,359.0,850.0,131.0,1179.0,828.0,10.7,50.4,0.6467,8,8,11,0,0,0.8660254037844387,-0.4999999999999998,-0.5000000000000004,0.8660254037844384,539.28,0.7,,2.1,146.0,72.0,10.8,49.7,0.6429,Moderate,2004-11-08 08:00:00
1.8,887.0,,5.9,809.0,322.0,899.0,133.0,1111.0,769.0,10.9,50.0,0.6531,9,8,11,0,0,0.7071067811865476,-0.7071067811865475,-0.5000000000000004,0.8660254037844384,545.0,1.7,,7.4,359.0,131.0,10.7,50.4,0.6467,Satisfactory,2004-11-08 09:00:00
1.5,850.0,,4.8,755.0,293.0,966.0,116.0,1051.0,714.0,12.1,46.5,0.653,10,8,11,0,0,0.49999999999999994,-0.8660254037844387,-0.5000000000000004,0.8660254037844384,562.65,1.8,,5.9,322.0,133.0,10.9,50.0,0.6531,Satisfactory,2004-11-08 10:00:00
1.3,836.0,,4.5,740.0,255.0,987.0,117.0,1046.0,672.0,12.4,44.1,0.6324,11,8,11,0,0,0.258819045102521,-0.9659258262890682,-0.5000000000000004,0.8660254037844384,546.84,1.5,,4.8,293.0,116.0,12.1,46.5,0.653,Satisfactory,2004-11-08 11:00:00
1.2,827.0,,5.1,768.0,233.0,972.0,103.0,1040.0,671.0,13.0,40.1,0.5989,12,8,11,0,0,1.2246467991473532e-16,-1.0,-0.5000000000000004,0.8660254037844384,521.3000000000001,1.3,,4.5,255.0,117.0,12.4,44.1,0.6324,Satisfactory,2004-11-08 12:00:00
1.3,819.0,,6.0,810.0,220.0,947.0,100.0,1027.0,631.0,13.4,36.3,0.5556,13,8,11,0,0,-0.2588190451025208,-0.9659258262890683,-0.5000000000000004,0.8660254037844384,486.41999999999996,1.2,,5.1,233.0,103.0,13.0,40.1,0.5989,Moderate,2004-11-08 13:00:00
1.8,919.0,,10.0,978.0,246.0,820.0,105.0,1180.0,805.0,13.1,38.5,0.5776,14,8,11,0,0,-0.4999999999999997,-0.8660254037844388,-0.5000000000000004,0.8660254037844384,504.34999999999997,1.3,,6.0,220.0,100.0,13.4,36.3,0.5556,Moderate,2004-11-08 14:00:00
1.7,897.0,,7.8,890.0,272.0,850.0,121.0,1139.0,808.0,11.5,46.4,0.6302,15,8,11,0,0,-0.7071067811865471,-0.7071067811865479,-0.5000000000000004,0.8660254037844384,533.6,1.8,,10.0,246.0,105.0,13.1,38.5,0.5776,Poor,2004-11-08 15:00:00
2.2,973.0,,11.2,1023.0,358.0,780.0,132.0,1226.0,964.0,13.1,40.4,0.606,16,8,11,0,0,-0.8660254037844385,-0.5000000000000004,-0.5000000000000004,0.8660254037844384,529.24,1.7,,7.8,272.0,121.0,11.5,46.4,0.6302,Very Poor,2004-11-08 16:00:00
3.2,1065.0,,17.0,1211.0,514.0,669.0,156.0,1364.0,1188.0,13.0,39.3,0.5877,17,8,11,0,0,-0.9659258262890683,-0.25881904510252063,-0.5000000000000004,0.8660254037844384,510.9,2.2,,11.2,358.0,132.0,13.1,40.4,0.606,Severe,2004-11-08 17:00:00
5.9,1341.0,,31.0,1575.0,742.0,503.0,183.0,1778.0,1571.0,11.3,50.9,0.679,18,8,11,0,0,-1.0,-1.8369701987210297e-16,-0.5000000000000004,0.8660254037844384,575.1700000000001,3.2,,17.0,514.0,156.0,13.0,39.3,0.5877,Severe,2004-11-08 18:00:00
6.6,1303.0,,28.9,1524.0,,515.0,,1744.0,1580.0,10.6,53.4,0.6818,19,8,11,0,0,-0.9659258262890684,0.2588190451025203,-0.5000000000000004,0.8660254037844384,566.04,5.9,,31.0,742.0,183.0,11.3,50.9,0.679,Very Poor,2004-11-08 19:00:00
,1189.0,,23.1,1381.0,,566.0,,1574.0,1426.0,9.5,57.9,0.6877,20,8,11,0,0,-0.8660254037844386,0.5000000000000001,-0.5000000000000004,0.8660254037844384,550.05,6.6,,28.9,,,10.6,53.4,0.6818,Poor,2004-11-08 20:00:00
